Goal,Issue,Hair Type,Hair Texture,Wash Hair,Treatments,Hair Behaviour,Scalp Feeling,Scalp Flaky,Oily Scalp,Dry Scalp,REC Shampoo MTH,REC Shampoo WK,REC Conditioner,REC Conditioner 2,REC Other ,DRYNESS,DAMAGE,SENSITIVITY,SEBUM Oil,DRY SCALP,FLAKES,Base_Name,Unique_ID
Moisture retention,Thinning hair,Type 4c,Medium,Twice a month,Colour / Dyed,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Itchy & painful,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureRawSheaButterRestorativeConditioner,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,68.58895218077312,0.0,0.0,5.592108169298565,0.0,32.348568209409976,Nadine,Nadine #34
Healthy Hair,Split ends / hair breakage,Type 4b,Thin or Fine,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,CamilleRoseCurlLoveMoistureMilk,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,15.308665877019763,11.08129900008623,0.0,16.881217363329004,0.0,Sylvia,Sylvia #14
Healthy Hair,Thinning hair,Type 4b,Medium,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Itchy,Yes Usually,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmCurlClarityShampooNP,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,68.87735706121153,44.85699731266958,0.0,0.0,68.65641987676189,0.0,Caz Joseph,Caz Joseph #17
Healthy Hair,Split ends / hair breakage,Type 4c,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,No Not Me,3 - 4 Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.0,0.0,37.6224630098896,20.217209543695425,0.0,Melanie,Melanie #43
Moisture retention,Thinning hair,Type 4c,Medium,Twice a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Usually,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,7.587343278887643,0.0,2.9789644432259825,14.381379726721415,0.0,4.768157749738999,Tara G,Tara G #39
Healthy Hair,Split ends / hair breakage,Type 4b,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,3 - 4 Days,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AsIAmCurlClarityShampooNP,GiovanniDirectLeaveInConditioner–HighRated,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,11.925428708506871,5.752748043236714,11.647177846300181,0.0,0.0,Eugenie,Eugenie #17
Moisture retention,Split ends / hair breakage,Type 4c,Thick,Twice a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,No Not Me,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,KeraCare®EssentialOilsOilSealant/MoistureLock/Nourishment.50,43.61934557163721,43.99208373802019,0.0,0.0,60.645140597664906,0.010133081724572602,Sylvia,Sylvia #15
Healthy Hair,Split ends / hair breakage,Type 4b,Medium,Once a week,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,My scalp gets dry not oily,Within hours,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampooHighRated,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,CamilleRoseCurlLoveMoistureMilk,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,6.992730293670883,7.104602060524868,73.3465055657598,4.958852356652717,63.0940308104533,0.0,Ron,Ron #12
Moisture retention,Not me,Type 4a,Thick,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,5 + Days,3 - 5 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,TginMoistureRichSulfateFreeShampooForNaturalHair,GiovanniTeaTreeTripleTreatConditioner,KeraCareHumectoCrèmeConditioner234g,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,39.84785020777067,0.0,0.0,7.92697845515323,29.527334877491306,0.0,L JONES,L JONES #23
Moisture retention,Not me,Type 4b,Thick,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Usually,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,GiovanniDirectLeaveInConditioner–HighRated,MielleOrganicsMongongoOilHydratingConditioner–NOProtein,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,46.29966776128774,3.032641133329972,1.3262248261333736,10.009027629465614,0.0,0.0,Yetunde O,Yetunde O #36
Growth,Split ends / hair breakage,Type 4c,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,37.73994370660777,13.381050424347524,0.0,0.0,85.47351034388547,0.0,Tiarna,Tiarna #10
Healthy Hair,Split ends / hair breakage,Type 4c,Medium,Twice a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,GiovanniDirectLeaveInConditioner–HighRated,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,45.05027039501822,24.43118859847928,8.896723695556524,28.097660426584596,43.14095733014158,6.052678631442625,L JONES,L JONES #24
Moisture retention,Scalp dryness,Type 4a,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,Yes Rarely,3 - 4 Days,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,64.62470951960971,12.823689562159233,64.30917058105332,0.0,71.03048766066397,0.9512232820035298,Samantha M,Samantha M #33
Moisture retention,Not me,Type 4c,Thin or Fine,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Rarely,My scalp gets dry not oily,My scalp gets oily not dry,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,KeraCareHumectoCrèmeConditioner234g,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,26.378982789983244,0.0,0.0,0.0,0.0,0.2998236121987868,Samantha M,Samantha M #34
Healthy Hair,Split ends / hair breakage,Type 4c,Thin or Fine,Twice a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",None of the above,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureManukaHoney&MafuraOilConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,11.88908534771194,17.874723225832142,1.1990897857776175,50.01322766773776,39.41521108040362,3.410188571844908,Sylvia,Sylvia #16
Growth,Thinning hair,Type 4c,Medium,Once a week,Colour / Dyed,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",None of the above,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,SheaMoistureRawSheaButterRestorativeConditioner,CamilleRoseCurlLoveMoistureMilk,KeraCare®EssentialOilsOilSealant/MoistureLock/Nourishment.50,98.06567828385451,69.53145779594412,61.35874865738308,6.653421045414765,54.009727542095256,3.8679724658690775,Samantha M,Samantha M #35
Moisture retention,Scalp dryness,Type 4b,Medium,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Sensitive,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,23.722798207914714,0.0,0.0,0.0,0.0,18.251495115348103,Angela I,Angela I #10
Moisture retention,Not me,Type 4c,Medium,Once a week,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,Yes Rarely,1 - 2 Days,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,94.37898522205091,17.725648147909492,6.23871821863195,4.16306666456934,52.07761382737979,57.01882463944777,Tara G,Tara G #40
Growth,Thinning hair,Type 4c,Medium,More than once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,No Not Me,5 + Days,3 - 5 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,AsIAmCoconutCoWashCleansingConditioner,CamilleRoseCurlLoveMoistureMilk,KeraCare®EssentialOilsOilSealant/MoistureLock/Nourishment.50,107.58192916423928,82.39598626211698,38.79233345408723,17.265719718923368,87.91642536142965,96.49617081169632,Ron,Ron #13
Healthy Hair,Split ends / hair breakage,Type 4c,Medium,Twice a month,Colour / Dyed,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Itchy,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,AvalonTheScienceOfHaircareKeraCareNaturalTextures2ConditionerWithoutRinse240Ml,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,55.50230408533467,59.93810368888334,17.498672572719265,37.650528744245285,75.53733719166101,0.0,Sylvia,Sylvia #17
Healthy Hair,Not me,Type 4c,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy & painful,No Not Me,My scalp gets dry not oily,1 - 2 Days,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampooHighRated,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampoo,SheaMoistureRawSheaButterExtraMoistureDetangler,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,2.825939179112364,49.86131998618806,6.789915833419569,54.31926790578884,0.7263703050831818,Eugenie B,Eugenie B #15
Growth,Not me,Type 4b,Thick,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,No Not Me,3 - 4 Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,GiovanniDirectLeaveInConditioner–HighRated,GiovanniDirectLeaveInConditioner–HighRated,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.23236058104715807,8.58843826635873,5.214072542994665,36.655178050009546,4.43138867164361,Yetunde O,Yetunde O #37
Moisture retention,Thinning hair,Type 4c,Thick,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Rarely,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,AvalonTheScienceOfHaircareKeraCareNaturalTextures2ConditionerWithoutRinse240Ml,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.0,8.30654366753894,13.309902903863277,16.317327246882243,0.0,Nomfundo,Nomfundo #18
Moisture retention,Not me,Type 4b,Thick,About once a month,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,Yes Rarely,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,GiovanniDirectLeaveInConditioner–HighRated,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,42.949137861641034,0.3376384189730615,11.629514757173013,0.0,0.0,2.6366132130534217,Yinka,Yinka #32
Growth,Thinning hair,Type 4c,Medium,About once a month,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy & painful,No Not Me,1 - 2 Days,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampoo,SheaMoistureRawSheaButterExtraMoistureDetangler,SealentKeraCare®EssentialOilsOilSealant/MoistureLock/Nourishment..50,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,64.89323736581898,57.56946272321579,40.94264237232911,21.211066565142616,75.3349595733158,20.71196300732112,Eugenie B,Eugenie B #16
Growth,Thinning hair,Type 4c,Medium,Once a week,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,PrePooFaithInNatureNaturalAvocadoConditionerNourishingVegan,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,94.08614019788074,15.803031571924434,7.396216471199719,31.22696771318393,33.31958609419345,0.0,Caz Jo,Caz Jo #21
Healthy Hair,Split ends / hair breakage,Type 4a,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,No Not Me,5 + Days,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureManukaHoney&MafuraOilConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,9.968927649775896,5.8089030449961685,0.0,4.581352134920588,0.0,0.0,Tara G,Tara G #41
Moisture retention,Split ends / hair breakage,Type 4c,Thick,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",None of the above,Yes Always,5 + Days,1 - 2 Days,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampooHighRated,AsIAmCurlClarityShampooNP,CamilleRoseNaturalsMoroccanPearConditioningCustardForLowPorosity,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,60.104935802560995,0.0,0.0,63.90961596443809,89.2931008225559,7.1561764017318925,Peggy,Peggy #33
Healthy Hair,Not me,Type 4a,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy & painful,Yes Rarely,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureManukaHoney&MafuraOilConditioner,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,9.300141787610782,0.0,6.193019774284375,0.16265324642992388,38.82659457121659,6.023992071592458,Yetunde O,Yetunde O #38
Healthy Hair,Split ends / hair breakage,Type 4b,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,Yes Rarely,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,GiovanniTeaTreeTripleTreatConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,19.145879476382802,0.0,4.28425468867228,5.1601386445149995,9.441718267442782,0.0,Peggy,Peggy #34
Growth,Not me,Type 4c,Medium,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,No Not Me,1 - 2 Days,Within hours,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampooHighRated,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,5.015009547688695,21.443320250795004,0.0,58.872982222760704,18.943376622792417,0.0,Samantha M,Samantha M #36
Moisture retention,Scalp dryness,Type 4c,Thick,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Itchy & painful,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmCurlClarityShampooNP,CamilleRoseNaturalsMoroccanPearConditioningCustardForLowPorosity,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,18.75656649167542,15.253004459865245,0.0,0.37578322288839017,0.0,32.531636417765235,Nadine,Nadine #35
Moisture retention,Split ends / hair breakage,Type 4c,Medium,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,1 - 2 Days,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,AsIAmLeaveInConditioner237ml/8FlOz.,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,18.970709751142067,7.575844738326502,40.10628200378202,7.541609098808543,0.0,Angela I,Angela I #11
Healthy Hair,Not me,Type 4b,Medium,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Rarely,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,CamilleRoseCurlLoveMoistureMilk,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.0,3.7427947098159384,0.5785121935823189,0.0,0.0,Louisa E,Louisa E #16
Healthy Hair,Thinning hair,Type 4c,Medium,Once a week,Colour / Dyed,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Itchy,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureRawSheaButterExtraMoistureDetangler,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,97.58927710995312,58.47637500115639,20.6749480527113,52.31785922207371,69.04663401803973,17.78941858581579,Gina,Gina #18
Growth,Split ends / hair breakage,Type 4c,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,3 - 4 Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,GiovanniDirectLeaveInConditioner–HighRated,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,78.40762520182031,3.5424933940950023,0.0,17.060451075241463,0.0,0.0,Tara G,Tara G #42
Healthy Hair,Split ends / hair breakage,Type 4c,Thick,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Sensitive,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,13.856911552006752,0.0,1.5972079295163035,9.630857474823209,59.84118183846649,0.0,Melanie,Melanie #44
Growth,Not me,Type 4b,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,Yes Always,5 + Days,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,SheaMoistureOrganicRawSheaButterMoistureRetentionShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,21.149613181427213,0.0,0.0690950196096276,2.440708593017082,19.77266346607676,0.0,L JONES,L JONES #25
Healthy Hair,Split ends / hair breakage,Type 4b,Thick,Twice a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Usually,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AvlonKeraCareAntiDandruffMoisturizingShampooForDry&ItchyScalpShampoo1240ml/8Fl.Oz,SheaMoistureManukaHoney&MafuraOilConditioner,CamilleRoseCurlLoveMoistureMilk,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,0.0,0.0,11.797072846269572,6.4791385554304926,20.25485904503836,0.0,Louisa E,Louisa E #17
Moisture retention,Scalp dryness,Type 4c,Thick,Twice a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Always,5 + Days,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,AsIAmCoconutCoWashCleansingConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,105.0805063612622,8.193660509147596,4.281770032608307,13.813006717788486,50.83891028642884,0.0,Clover Lewis,Clover Lewis #12
